34200.834524603,3,16284218,100,5857000,1,5858700,100,5857000,26
34200.887406162,5,0,47,5858600,-1,5858700,100,5857000,26
34200.887488522,1,16291236,18,5857000,1,5858700,100,5857000,44
34200.887548747,1,16291244,18,5857100,1,5858700,100,5857100,18
34200.911977878,1,16294463,100,5857400,1,5858700,100,5857400,100
34201.009655120,5,0,200,5857500,1,5858700,100,5857400,100
34201.009655120,5,0,300,5857500,1,5858700,100,5857400,100
34201.011352575,4,16294463,100,5857400,1,5858700,100,5857000,26
34201.014980201,4,2109823,26,5857000,1,5858700,100,5856900,20
34201.015080514,4,3237773,20,5856900,1,5858700,100,5856500,5
34201.015180053,1,16310817,18,5856600,1,5858700,100,5856600,18
34201.043832887,1,16316688,18,5856900,1,5858700,100,5856900,18
34201.171271698,3,16316688,18,5856900,1,5858700,100,5856500,5
34201.172976370,4,3583158,5,5856500,1,5858700,100,5856400,20
34201.172976370,4,3647220,20,5856400,1,5858700,100,5856000,3
34201.172976370,4,4731250,3,5856000,1,5858700,100,5855900,15
34201.172976370,4,3647224,15,5855900,1,5858700,100,5855500,1
34201.172976370,4,4725584,1,5855500,1,5858700,100,5855000,39
34201.172976370,4,2118573,9,5855000,1,5858700,100,5855000,30
34201.172976370,4,3562118,5,5855000,1,5858700,100,5855000,25
34201.172976370,4,9480911,25,5855000,1,5858700,100,5854700,100
34201.172976370,5,0,17,5855000,1,5858700,100,5854700,100
34201.173094452,1,16337399,18,5858700,-1,5858700,118,5854700,100
34201.173140800,1,16337407,5,5858600,-1,5858600,5,5854700,100
34201.173141799,1,16337408,13,5858600,-1,5858600,18,5854700,100
34201.173174928,1,16337414,18,5854800,1,5858600,18,5854800,18
34201.173205830,1,16337423,18,5858400,-1,5858400,18,5854800,18
34201.183611554,5,0,53,5855000,1,5858400,18,5854800,18
34201.183713008,1,16338748,15,5854900,1,5858400,18,5854900,15
34201.188030854,5,0,20,5855000,1,5858400,18,5854900,15
34201.188124042,1,16339418,15,5858300,-1,5858300,15,5854900,15
34201.384238778,3,16338748,15,5854900,1,5858300,15,5854400,167
34201.397505880,1,16365896,100,5858000,-1,5858000,100,5854400,167
34201.536315252,1,16380157,18,5857700,-1,5857700,18,5854400,167
34201.732217592,1,16396043,18,5854700,1,5857700,18,5854700,18
34201.732365170,3,16380157,18,5857700,-1,5857800,18,5854700,18
34201.732368385,3,16380182,18,5857800,-1,5858000,118,5854700,18
34201.732392812,3,16380190,18,5858000,-1,5858000,100,5854700,18
34201.840762287,1,16402634,18,5857700,-1,5857700,18,5854700,18
34202.030342281,4,16396043,18,5854700,1,5857700,18,5854600,5
34202.030342281,4,16396051,5,5854600,1,5857700,18,5854400,167
34202.030342281,5,0,77,5854500,1,5857700,18,5854400,167
34202.030451996,1,16415481,13,5857600,-1,5857600,13,5854400,167
34202.034349986,1,16415792,18,5857300,-1,5857300,18,5854400,167
34202.179737249,5,0,200,5854600,1,5857300,18,5854400,167
34202.255253777,5,0,4,5854500,1,5857300,18,5854400,167
34202.255253777,5,0,26,5854500,1,5857300,18,5854400,167
34202.255342116,1,16445672,18,5857300,-1,5857300,36,5854400,167
34202.255384370,1,16445684,10,5857200,-1,5857200,10,5854400,167
34202.255391393,1,16445687,8,5857200,-1,5857200,18,5854400,167
34202.255445644,1,16445707,18,5857200,-1,5857200,36,5854400,167
34202.269697512,1,16449896,100,5854400,1,5857200,36,5854400,267
34202.272992647,3,16449896,100,5854400,1,5857200,36,5854400,167
34202.383613299,3,16445687,8,5857200,-1,5857200,28,5854400,167
34202.383614811,3,16445707,18,5857200,-1,5857200,10,5854400,167
34202.383643886,3,16445684,10,5857200,-1,5858000,100,5854400,167
34202.491574399,1,16479076,100,5856900,1,5858000,100,5856900,100
34202.491899451,3,16479076,100,5856900,1,5858000,100,5854400,167
34202.565551981,1,16486693,18,5857700,-1,5857700,18,5854400,167
34202.579213337,1,16488533,100,5854700,1,5857700,18,5854700,100
34202.682315289,1,16497956,18,5857400,-1,5857400,18,5854700,100
34202.682720418,1,16497983,18,5857100,-1,5857100,18,5854700,100
34202.737723008,1,16502634,100,5857100,-1,5857100,118,5854700,100
34202.756884230,1,16504889,18,5856800,-1,5856800,18,5854700,100
34203.011800486,3,16488533,100,5854700,1,5856800,18,5854400,167
34203.011926972,4,16504889,18,5856800,-1,5856900,16,5854400,167
34203.011926972,4,16504892,16,5856900,-1,5857100,118,5854400,167
34203.011926972,1,16527925,66,5857000,1,5857100,118,5857000,66
34203.012001355,3,16497983,18,5857100,-1,5857100,100,5857000,66
34203.012050158,4,16527925,66,5857000,1,5857100,100,5854400,167
34203.012287906,1,16527982,18,5854500,1,5857100,100,5854500,18
34203.089491920,1,16535218,18,5856800,-1,5856800,18,5854500,18
34203.122241619,1,16538191,10,5854600,1,5856800,18,5854600,10
34203.132689191,1,16539283,12,5856500,-1,5856500,12,5854600,10
34203.295569158,4,16539283,12,5856500,-1,5856800,18,5854600,10
34203.295569158,4,16535218,18,5856800,-1,5856900,18,5854600,10
34203.295665697,1,16554356,18,5854600,1,5856900,18,5854600,28
34203.295825553,3,16535225,18,5856900,-1,5857100,118,5854600,28
34203.295826267,3,16535234,18,5857100,-1,5857100,100,5854600,28
34203.324279569,5,0,26,5857000,-1,5857100,100,5854600,28
34203.324279569,5,0,44,5857000,-1,5857100,100,5854600,28
34203.324375320,1,16556599,10,5854700,1,5857100,100,5854700,10
34203.407470515,1,16563530,18,5856800,-1,5856800,18,5854700,10
34203.600207608,3,16556599,10,5854700,1,5856800,18,5854400,167
34203.600228364,3,16563530,18,5856800,-1,5857000,18,5854400,167
34203.600245629,3,16563538,18,5857000,-1,5857100,100,5854400,167
34203.954770435,1,16617159,18,5854500,1,5857100,100,5854500,18
34204.105356795,1,16632807,18,5854700,1,5857100,100,5854700,18
34204.127697885,3,16502634,100,5857100,-1,5858000,100,5854700,18
34204.328788797,1,16655686,16,5857900,-1,5857900,16,5854700,18
34204.328940476,3,16632807,18,5854700,1,5857900,16,5854600,2
34204.328981067,3,16632813,2,5854600,1,5857900,16,5854400,167
34204.363629780,1,16658480,18,5854700,1,5857900,16,5854700,18
34204.398386311,1,16661173,18,5857600,-1,5857600,18,5854700,18
34204.567667870,3,16658480,18,5854700,1,5857600,18,5854500,2
34204.567694597,3,16658486,2,5854500,1,5857600,18,5854400,167
34204.567732501,3,16661173,18,5857600,-1,5858000,100,5854400,167
34204.570825637,1,16675424,16,5857900,-1,5857900,16,5854400,167
34204.576711342,1,16675936,100,5854700,1,5857900,16,5854700,100
34204.577104419,1,16675969,900,5856800,-1,5856800,900,5854700,100
34204.621338690,1,16679201,18,5856700,-1,5856700,18,5854700,100
34204.894275109,1,16704576,18,5855000,1,5856700,18,5855000,18
34204.894471165,3,16679201,18,5856700,-1,5856800,900,5855000,18
34205.175095396,4,16675969,50,5856800,-1,5856800,850,5855000,18
34205.175277367,3,16704576,18,5855000,1,5856800,850,5854900,18
34205.175293104,3,16704590,18,5854900,1,5856800,850,5854800,2
34205.175294192,3,16704592,2,5854800,1,5856800,850,5854700,100
34205.181076298,1,16730960,100,5856800,-1,5856800,950,5854700,100
34205.308995297,1,16746392,18,5856500,-1,5856500,18,5854700,100
34205.388462148,1,16752894,100,5856500,-1,5856500,118,5854700,100
34205.734539337,4,16746392,18,5856500,-1,5856500,100,5854700,100
34205.734539337,4,16752894,63,5856500,-1,5856500,37,5854700,100
34205.765156633,4,16752894,37,5856500,-1,5856800,850,5854700,100
34205.765156633,4,16675969,263,5856800,-1,5856800,587,5854700,100
34205.765257746,1,16779043,18,5854700,1,5856800,587,5854700,118
34205.765316823,1,16779073,14,5854800,1,5856800,587,5854800,14
34205.766878478,4,16675969,132,5856800,-1,5856800,455,5854800,14
34205.768387095,4,16675969,59,5856800,-1,5856800,396,5854800,14
34205.771753648,1,16781704,18,5856700,-1,5856700,18,5854800,14
34206.290141263,1,16818091,7,5854800,1,5856700,18,5854800,21
34206.290260156,3,16779073,14,5854800,1,5856700,18,5854800,7
34206.290261072,3,16781704,18,5856700,-1,5856800,396,5854800,7
34206.290892881,1,16818125,53,5854800,1,5856800,396,5854800,60
34206.291230360,1,16818137,52,5854800,1,5856800,396,5854800,112
34206.291527335,1,16818156,1,5854800,1,5856800,396,5854800,113
34206.291814072,1,16818175,5,5854800,1,5856800,396,5854800,118
34206.291925675,1,16818181,45,5854800,1,5856800,396,5854800,163
34206.291952320,1,16818182,39,5854800,1,5856800,396,5854800,202
34206.292254316,1,16818198,27,5854800,1,5856800,396,5854800,229
34206.801157647,1,16841958,18,5856600,-1,5856600,18,5854800,229
34206.965352065,5,0,100,5855800,1,5856600,18,5854800,229
34206.965510203,3,16841958,18,5856600,-1,5856800,396,5854800,229
34208.041353062,1,16898660,2,5856800,-1,5856800,398,5854800,229
34208.483066530,1,16914630,100,5854900,1,5856800,398,5854900,100
34209.211943640,1,16939575,42,5854900,1,5856800,398,5854900,142
34209.477500287,1,16948611,320,5856800,-1,5856800,718,5854900,142
34209.481087627,1,16948722,320,5856800,-1,5856800,1038,5854900,142
34209.489945829,4,16675969,225,5856800,-1,5856800,813,5854900,142
34209.494770026,1,16949037,67,5854900,1,5856800,813,5854900,209
34209.506557426,3,16948611,320,5856800,-1,5856800,493,5854900,209
34209.522721597,1,16949716,320,5856800,-1,5856800,813,5854900,209
34209.542524480,4,16675969,28,5856800,-1,5856800,785,5854900,209
34209.542622307,1,16950346,18,5855000,1,5856800,785,5855000,18
34209.780716781,4,16950346,18,5855000,1,5856800,785,5854900,209
34209.780716781,4,16914630,100,5854900,1,5856800,785,5854900,109
34209.780716781,4,16939575,42,5854900,1,5856800,785,5854900,67
34209.780716781,4,16949037,40,5854900,1,5856800,785,5854900,27
34209.780806936,1,16957682,18,5856800,-1,5856800,803,5854900,27
34209.780840766,1,16957685,18,5856700,-1,5856700,18,5854900,27
34209.784078285,5,0,44,5855000,1,5856700,18,5854900,27
34209.784078285,4,16949037,27,5854900,1,5856700,18,5854800,66
34209.786185996,4,16818182,39,5854800,1,5856700,18,5854800,27
34209.786185996,4,16818198,27,5854800,1,5856700,18,5854700,100
34209.786185996,4,16675936,34,5854700,1,5856700,18,5854700,66
34209.786266076,1,16958115,2,5856600,-1,5856600,2,5854700,66
34209.801542957,3,16675936,66,5854700,1,5856600,2,5854400,100
34209.808502833,1,16958771,66,5854900,1,5856600,2,5854900,66
34209.828774041,4,16958771,66,5854900,1,5856600,2,5854400,100
34209.828774041,4,16249592,34,5854400,1,5856600,2,5854400,66
34209.829435704,1,16959555,169,5856600,-1,5856600,171,5854400,66
34209.830562764,3,16959555,169,5856600,-1,5856600,2,5854400,66
34209.831705108,1,16959614,169,5856600,-1,5856600,171,5854400,66
34209.832801235,3,16959614,169,5856600,-1,5856600,2,5854400,66
34209.833894341,1,16959673,169,5856600,-1,5856600,171,5854400,66
34209.834919765,3,16959673,169,5856600,-1,5856600,2,5854400,66
34210.047332639,1,16972144,18,5854700,1,5856600,2,5854700,18
34210.047460295,3,16958115,2,5856600,-1,5856800,785,5854700,18
34210.131535502,1,16979328,18,5856500,-1,5856500,18,5854700,18
34210.241247257,3,16972144,18,5854700,1,5856500,18,5854600,4
34210.241257287,3,16972157,4,5854600,1,5856500,18,5854400,66
34210.526792927,3,16979328,18,5856500,-1,5856800,483,5854400,66
34210.526810312,3,16979339,18,5856800,-1,5856800,465,5854400,66
34210.632267021,1,17011325,18,5856600,-1,5856600,18,5854400,66
34210.756845815,1,17020774,320,5856600,-1,5856600,338,5854400,66
34210.756933170,3,17011325,18,5856600,-1,5856600,320,5854400,66
34210.847553594,1,17026393,18,5856300,-1,5856300,18,5854400,66
34210.868110685,1,17027766,320,5856300,-1,5856300,338,5854400,66
34210.902268790,1,17029589,14,5856100,-1,5856100,14,5854400,66
34210.908120663,1,17030071,320,5856100,-1,5856100,334,5854400,66
34211.004344660,4,16249592,16,5854400,1,5856100,334,5854400,50
34211.146132928,3,16249592,50,5854400,1,5856100,334,5854000,50
34211.146282398,3,17029589,14,5856100,-1,5856100,320,5854000,50
34211.226849977,1,17047419,18,5855800,-1,5855800,18,5854000,50
34211.333283280,4,13419503,50,5854000,1,5855800,18,5853800,22
34211.334948467,4,3790155,20,5853800,1,5855800,18,5853800,2
34211.334948467,4,4725582,2,5853800,1,5855800,18,5853600,5
34211.388089305,3,17047419,18,5855800,-1,5856100,338,5853600,5
34211.388104371,3,17047425,18,5856100,-1,5856100,320,5853600,5
34211.439240606,1,17055489,100,5855800,-1,5855800,100,5853600,5
34211.506656257,1,17057352,320,5855800,-1,5855800,420,5853600,5
34211.683403235,1,17065496,320,5855600,-1,5855600,320,5853600,5
34212.052057667,1,17077786,18,5855400,-1,5855400,18,5853600,5
34212.053609867,1,17077932,320,5855400,-1,5855400,338,5853600,5
34212.057109841,1,17078173,18,5855200,-1,5855200,18,5853600,5
34212.058241510,1,17078284,320,5855200,-1,5855200,338,5853600,5
34212.080085590,1,17079484,143,5853900,-1,5853900,143,5853600,5
34212.080208915,4,17079484,143,5853900,-1,5855200,338,5853600,5
34212.080287308,1,17079499,1,5853900,1,5855200,338,5853900,1
34212.081038785,1,17079564,320,5855200,-1,5855200,658,5853900,1
34212.081347260,3,17078284,320,5855200,-1,5855200,338,5853900,1
34212.095970517,4,17079499,1,5853900,1,5855200,338,5853600,5
34212.267055429,1,17090001,320,5855100,-1,5855100,320,5853600,5
34212.555647156,1,17099848,27,5855000,-1,5855000,27,5853600,5
34212.557195301,1,17099873,320,5855000,-1,5855000,347,5853600,5
34212.582853636,3,17099848,27,5855000,-1,5855000,320,5853600,5
34212.607269431,4,12695153,5,5853600,1,5855000,320,5853000,230
34213.897096657,1,17132504,320,5854300,-1,5854300,320,5853000,230
34214.181766435,5,0,100,5854200,-1,5854300,320,5853000,230
34214.181907793,1,17140921,18,5853100,1,5854300,320,5853100,18
34214.313574215,1,17144557,320,5854200,-1,5854200,320,5853100,18
34214.313671934,3,17140921,18,5853100,1,5854200,320,5853000,234
34214.313672671,3,17140924,4,5853000,1,5854200,320,5853000,230
34215.089261118,1,17166135,100,5853600,1,5854200,320,5853600,100
34215.204460371,5,0,31,5854100,-1,5854200,320,5853600,100
34215.204460371,5,0,200,5854100,-1,5854200,320,5853600,100
34215.204460371,4,17144557,69,5854200,-1,5854200,251,5853600,100
34215.222056281,4,17144557,251,5854200,-1,5855400,100,5853600,100
34215.222997296,1,17172314,251,5854300,-1,5854300,251,5853600,100
34215.223443124,3,17172314,251,5854300,-1,5855400,100,5853600,100
34217.169719861,3,17082021,100,5855400,-1,5855800,100,5853600,100
34217.169871376,1,17248317,100,5855700,-1,5855700,100,5853600,100
34217.205484251,1,17249867,18,5853600,1,5855700,100,5853600,118
34217.205625508,5,0,12,5855500,-1,5855700,100,5853600,118
34217.205625508,4,17248317,88,5855700,-1,5855700,12,5853600,118
34217.205639049,4,17248317,12,5855700,-1,5855800,100,5853600,118
34217.205745954,1,17250016,4,5853700,1,5855800,100,5853700,4
34217.205932482,4,17055489,100,5855800,-1,5856800,2,5853700,4
34217.206561301,1,17250485,59,5855800,-1,5855800,59,5853700,4
34217.206719670,4,17250485,59,5855800,-1,5856800,2,5853700,4
34217.206719670,5,0,100,5856100,-1,5856800,2,5853700,4
34217.224371313,5,0,100,5856200,1,5856800,2,5853700,4
34218.299262015,5,0,100,5855200,-1,5856800,2,5853700,4
34218.299262015,5,0,11,5855700,-1,5856800,2,5853700,4
34218.299372333,1,17293774,18,5856700,-1,5856700,18,5853700,4
34218.457787528,1,17300494,18,5856400,-1,5856400,18,5853700,4
34218.457910779,3,17250016,4,5853700,1,5856400,18,5853600,100
34219.279164832,1,17324274,18,5856400,-1,5856400,36,5853600,100
34219.320087956,1,17325121,18,5856300,-1,5856300,18,5853600,100
34219.517076244,5,0,45,5854700,1,5856300,18,5853600,100
34219.517076244,5,0,11,5854500,1,5856300,18,5853600,100
34219.517076244,5,0,100,5854400,1,5856300,18,5853600,100
34219.517076244,1,17329817,44,5854400,-1,5854400,44,5853600,100
34219.517200180,4,17329817,44,5854400,-1,5856300,18,5853600,100
34219.517301103,3,17325121,18,5856300,-1,5856800,2,5853600,100
34219.517343909,1,17329859,18,5856200,-1,5856200,18,5853600,100
34219.517476892,3,17329859,18,5856200,-1,5856800,2,5853600,100
34219.517746191,5,0,100,5854500,1,5856800,2,5853600,100
34219.517830407,1,17329912,18,5856800,-1,5856800,20,5853600,100
34219.517859255,1,17329915,18,5856700,-1,5856700,18,5853600,100
34219.517901648,1,17329922,8,5856500,-1,5856500,8,5853600,100
34219.524768526,1,17331198,18,5853600,1,5856500,8,5853600,118
34219.530966388,1,17332747,18,5856500,-1,5856500,26,5853600,118
34219.540786670,1,17334022,18,5856200,-1,5856200,18,5853600,118
34220.114770695,1,17354342,100,5854100,1,5856200,18,5854100,100
34220.270330299,1,17359068,14,5856100,-1,5856100,14,5854100,100
34221.023828585,1,17382133,18,5855800,-1,5855800,18,5854100,100
34222.480233188,4,17354342,100,5854100,1,5855800,18,5853600,100
34222.480409206,3,17382133,18,5855800,-1,5856100,32,5853600,100
34222.480410913,3,17359068,14,5856100,-1,5856100,18,5853600,100
34222.480429642,3,17382136,18,5856100,-1,5856800,2,5853600,100
34222.670364787,1,17433600,100,5854000,1,5856800,2,5854000,100
34223.052028151,5,0,100,5855100,-1,5856800,2,5854000,100
34223.052115679,1,17443748,18,5854000,1,5856800,2,5854000,118
34223.052156873,1,17443753,4,5854100,1,5856800,2,5854100,4
34223.064575892,1,17444108,35,5854300,1,5856800,2,5854300,35
34223.272801653,5,0,100,5854400,1,5856800,2,5854300,35
34223.272881711,1,17451852,18,5856800,-1,5856800,20,5854300,35
34223.272916778,1,17451856,18,5856700,-1,5856700,18,5854300,35
34224.087987753,3,17451856,18,5856700,-1,5856800,20,5854300,35
34224.087990258,3,17451852,18,5856800,-1,5856800,2,5854300,35
34225.019786766,1,17494351,18,5854600,1,5856800,2,5854600,18
34226.365420435,3,17494351,18,5854600,1,5856800,2,5854300,35
34226.452728871,3,17444108,35,5854300,1,5856800,2,5853700,100
34226.533704582,1,17537269,18,5856500,-1,5856500,18,5853700,100
34226.826003805,3,17537269,18,5856500,-1,5856600,18,5853700,100
34226.826009596,3,17537270,18,5856600,-1,5856800,20,5853700,100
34226.826010048,3,17537272,18,5856800,-1,5856800,2,5853700,100
34226.974302106,1,17547517,18,5856500,-1,5856500,18,5853700,100
34227.437330595,1,17564371,100,5854700,1,5856500,18,5854700,100
34227.437468645,3,17547517,18,5856500,-1,5856600,18,5854700,100
34227.437469820,3,17547518,18,5856600,-1,5856800,2,5854700,100
34227.449996974,1,17564594,18,5856500,-1,5856500,18,5854700,100
34227.595283027,1,17572155,14,5856400,-1,5856400,14,5854700,100
34227.608626385,1,17573984,18,5855000,1,5856400,14,5855000,18
34227.731684828,1,17592758,6,5855300,1,5856400,14,5855300,6
34227.731849051,3,17572155,14,5856400,-1,5856800,2,5855300,6
34227.732213652,4,16898660,2,5856800,-1,5858000,200,5855300,6
34227.732521213,1,17593372,4,5855300,1,5858000,200,5855300,10
34227.732533703,1,17593380,18,5857900,-1,5857900,18,5855300,10
34228.069592024,5,0,100,5856400,-1,5857900,18,5855300,10
34228.069763888,3,17593380,18,5857900,-1,5858000,200,5855300,10
34228.076361310,5,0,100,5856400,1,5858000,200,5855300,10
34228.076445351,1,17630168,18,5858000,-1,5858000,218,5855300,10
34228.076486999,1,17630174,18,5855400,1,5858000,218,5855400,18
34228.977296262,1,17664948,10,5857900,-1,5857900,10,5855400,18
34228.977434098,3,17630174,18,5855400,1,5857900,10,5855300,10
34228.977444304,3,17592758,6,5855300,1,5857900,10,5855300,4
34228.977445276,3,17593372,4,5855300,1,5857900,10,5854700,100
34229.468992439,1,17682589,18,5855000,1,5857900,10,5855000,18
34229.469103907,3,17664948,10,5857900,-1,5858000,200,5855000,18
34229.482287293,1,17682924,18,5857700,-1,5857700,18,5855000,18
34229.582360137,3,17682589,18,5855000,1,5857700,18,5854900,8
34229.582361218,3,17682594,8,5854900,1,5857700,18,5854700,100
34229.950358396,1,17696306,18,5854900,1,5857700,18,5854900,18
34229.950512807,3,17682924,18,5857700,-1,5857900,18,5854900,18
34229.950532951,3,17682935,18,5857900,-1,5858000,218,5854900,18
34229.950534712,3,17682934,18,5858000,-1,5858000,200,5854900,18
34229.984817677,1,17698596,18,5857700,-1,5857700,18,5854900,18
34230.185672925,1,17708793,70,5855000,1,5857700,18,5855000,70
34230.185809299,3,17698596,18,5857700,-1,5857800,18,5855000,70
34230.185823624,3,17698599,18,5857800,-1,5857900,18,5855000,70
34230.185824209,3,17698600,18,5857900,-1,5858000,200,5855000,70
34230.265343540,1,17712744,8,5855200,1,5858000,200,5855200,8
34230.352536659,1,17715324,18,5857700,-1,5857700,18,5855200,8
34231.363620767,1,17746960,18,5855500,1,5857700,18,5855500,18
34231.364322465,3,17715324,18,5857700,-1,5857800,18,5855500,18
34231.364345473,3,17715329,18,5857800,-1,5858000,218,5855500,18
34231.364359872,3,17715338,18,5858000,-1,5858000,200,5855500,18
34231.437453602,1,17753844,18,5857800,-1,5857800,18,5855500,18
34231.748447030,1,17766530,18,5857700,-1,5857700,18,5855500,18
34231.748574392,3,17746960,18,5855500,1,5857700,18,5855200,8
34231.748576687,3,17712744,8,5855200,1,5857700,18,5855000,70
34231.780273498,1,17767360,100,5855200,1,5857700,18,5855200,100
34232.493236945,1,17789587,18,5855300,1,5857700,18,5855300,18
34232.493421468,3,17766530,18,5857700,-1,5858000,200,5855300,18
34232.507320896,1,17790217,18,5857700,-1,5857700,18,5855300,18
34232.799204526,3,17789587,18,5855300,1,5857700,18,5855200,100
34232.799220946,3,17790217,18,5857700,-1,5858000,200,5855200,100
34233.005376750,1,17804761,18,5857700,-1,5857700,18,5855200,100
34233.465320818,3,17767360,100,5855200,1,5857700,18,5855000,70
34233.465445276,3,17804761,18,5857700,-1,5858000,218,5855000,70
34233.465464358,3,17804769,18,5858000,-1,5858000,200,5855000,70
34233.465868311,1,17825130,18,5855300,1,5858000,200,5855300,18
34233.612153047,1,17830372,18,5857700,-1,5857700,18,5855300,18
34233.612319978,3,17825130,18,5855300,1,5857700,18,5855000,70
34233.615478295,1,17830943,12,5857400,-1,5857400,12,5855000,70
34233.750394030,1,17835363,18,5855300,1,5857400,12,5855300,18
34233.750574073,3,17830943,12,5857400,-1,5857900,18,5855300,18
34233.750602162,3,17830380,18,5857900,-1,5858000,200,5855300,18
34233.868678023,1,17838491,18,5857700,-1,5857700,18,5855300,18
34233.868847613,3,17835363,18,5855300,1,5857700,18,5855200,8
34233.868862593,3,17835367,8,5855200,1,5857700,18,5855000,70
34234.093000057,1,17848351,12,5857400,-1,5857400,12,5855000,70
34234.139307680,1,17850111,18,5855300,1,5857400,12,5855300,18
34234.279409487,1,17859734,18,5857200,-1,5857200,18,5855300,18
34234.279576540,3,17850111,18,5855300,1,5857200,18,5855200,8
34234.279598420,3,17850115,8,5855200,1,5857200,18,5855000,70
34234.355328435,4,17859734,18,5857200,-1,5857400,30,5855000,70
34234.355328435,4,17848351,12,5857400,-1,5857400,18,5855000,70
34234.355328435,4,17859746,13,5857400,-1,5857400,5,5855000,70
34234.355412620,1,17865030,100,5855500,1,5857400,5,5855500,100
34234.385614796,4,17859746,5,5857400,-1,5858000,200,5855500,100
34234.385614796,5,0,86,5857600,-1,5858000,200,5855500,100
34234.385689697,1,17866294,15,5855500,1,5858000,200,5855500,115
34234.385699607,1,17866295,100,5855600,1,5858000,200,5855600,100
34234.412403907,1,17867721,18,5855700,1,5858000,200,5855700,18
34234.541390391,3,17867721,18,5855700,1,5858000,200,5855500,15
34234.541406557,3,17866294,15,5855500,1,5858000,200,5855000,70
34234.554420572,1,17872089,16,5855300,1,5858000,200,5855300,16
34234.742684923,1,17878558,18,5857700,-1,5857700,18,5855300,16
34234.742826285,3,17872089,16,5855300,1,5857700,18,5855000,88
34234.742838180,3,17872093,18,5855000,1,5857700,18,5855000,70
34234.754309814,1,17879081,18,5855300,1,5857700,18,5855300,18
34235.438953097,3,17878558,18,5857700,-1,5857900,2,5855300,18
34235.438959651,3,17878563,2,5857900,-1,5858000,200,5855300,18
34235.438965836,3,17879081,18,5855300,1,5858000,200,5855200,18
34235.438967018,3,17879083,18,5855200,1,5858000,200,5855000,86
34235.438978997,3,17879087,16,5855000,1,5858000,200,5855000,70
34235.628075550,1,17908561,12,5855300,1,5858000,200,5855300,12
34235.707574115,1,17910678,18,5857700,-1,5857700,18,5855300,12
34235.925124202,1,17918246,18,5855600,1,5857700,18,5855600,18
34235.925284415,3,17910678,18,5857700,-1,5857800,18,5855600,18
34235.925285075,3,17910701,18,5857800,-1,5858000,200,5855600,18
34235.953491973,1,17919096,18,5857900,-1,5857900,18,5855600,18
34235.955210636,1,17919178,100,5857400,-1,5857400,100,5855600,18
34236.957173349,3,17918246,18,5855600,1,5857400,100,5855100,200
34237.023415106,1,17947447,18,5855400,1,5857400,100,5855400,18
